question,user,category,detail1,detail2,detail3,detail4
간식로봇을 앱으로 실행하려면 어떻게 해야 하나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
물고기 그리기에서 수족관에 저장한 물고기를 없앨 수도 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
클로바AI스피커가 작동하지 않아요.,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,동영상 가이드,,
콘텐츠를 다른 사람에게 선물할 수 있나요?,개인,모바일,부가서비스,뮤직,벨음세곡,
인증서를 통해 전자서명을 하면 별도 비용이 발생하나요?,개인,모바일,부가서비스,안심/안전,PASS 인증서,
최대 몇 대 이용 가능한가요?,개인,U+스마트홈,스마트홈 기기,맘카 Easy (Easy 전용),,
책 읽어주는 TV 맞춤 도서 추천의 문항이나 결과가 너무 단순한 문장인데요? 6개로 분석이 가능한 건가요?,개인,TV,상품안내,주요서비스,아이들나라,
인증서 이용내역은 얼마 동안 조회할 수 있나요?,개인,모바일,부가서비스,안심/안전,PASS 인증서,
‘블랙박스’ 기능은 어떻게 이용하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
벌집 색상은 어떻게 변경하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
간식로봇을 앱으로 실행하려면 어떻게 해야 하나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
물고기 그리기에서 수족관에 저장한 물고기를 없앨 수도 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
클로바AI스피커가 작동하지 않아요.,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,동영상 가이드,,
최대 몇 대 이용 가능한가요?,개인,U+스마트홈,스마트홈 기기,맘카 Easy (Easy 전용),,
책 읽어주는 TV 맞춤 도서 추천의 문항이나 결과가 너무 단순한 문장인데요? 6개로 분석이 가능한 건가요?,개인,TV,상품안내,주요서비스,아이들나라,
인증서 이용내역은 얼마 동안 조회할 수 있나요?,개인,모바일,부가서비스,안심/안전,PASS 인증서,
‘블랙박스’ 기능은 어떻게 이용하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
벌집 색상은 어떻게 변경하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
간식로봇을 앱으로 실행하려면 어떻게 해야 하나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
물고기 그리기에서 수족관에 저장한 물고기를 없앨 수도 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
클로바AI스피커가 작동하지 않아요.,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,동영상 가이드,,
"상권분석 서비스는 무료로 제공되는 것인가요? 또, 구체적으로 어떤 내용을 담고 있나요?",개인,혜택,신청/변경불가,제휴카드,LG U+ 현대카드 MY BUSINESS,
이통사가 달라도 재생되는 구간은 똑같은 건가요?,개인,모바일,부가서비스,뮤직,통화연결음,
앱을 삭제하면 저장한 정보가 사라지나요?,개인,모바일,부가서비스,안심/안전,스마트피싱보호,
"키즈케어를 해지하면, 보험 해지반환금이 발생하나요?",개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
스윙밀착영상을 확대해서 볼 수 있나요?,개인,5G,5G 부가서비스,U+골프,,
어떤 경우에 도난 보상을 받을 수 없나요?,개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
최근 구매한 물건을 재주문하고 싶어요.,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,쇼핑,,
금리 우대율이 생각보다 작아요. 왜 그렇죠?,개인,혜택,제휴 우대 혜택,부산은행 우대 금융혜택,,
YBM 영어와 함께 이용할 수 있는 교재가 따로 있나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,외국어,,
이통사가 달라도 재생되는 구간은 똑같은 건가요?,개인,모바일,부가서비스,뮤직,통화연결음,
‘포지션별 영상’은 무엇인가요?,개인,모바일,부가서비스,영상,U+ 프로야구,
U+카카오내비에서 ‘안드로이드 오토’ 기능을 사용할 수 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
휴대폰과 연결하지 않았는데 프로필 표시가 보여요.,개인,TV,상품안내,주요서비스,휴대폰 간편 연결 및 이어보기,
네트워크 감지 기능은 무엇인가요?,개인,모바일,부가서비스,안심/안전,휴대폰분실보호,
영상 시청 중 원하는 장면으로 어떻게 이동하나요?,개인,모바일,부가서비스,영상,U+모바일tv,
책 읽어주는 TV 맞춤 도서 추천은 분석 결과값은 저장되나요?,개인,TV,상품안내,주요서비스,아이들나라,
"카카오내비는 ‘내 차 아이콘’을 카카오 캐릭터로 바꿀 수 있었는데, U+카카오내비에는 없어요.",개인,모바일,부가서비스,생활편의,U+카카오내비,
장소 검색 시 카카오내비와 결과가 다르게 나와요.,개인,모바일,부가서비스,생활편의,U+카카오내비,
선수별 스윙은 무엇인가요?,개인,5G,5G 부가서비스,U+골프,,
가족카드 기준은 무엇인가요?,개인,혜택,신청/변경불가,제휴카드,New LG U+ 우리카드,
3년 약정이 끝나면 보험도 만기 되나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
U+카카오내비에서 ‘안드로이드 오토’ 기능을 사용할 수 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
YBM 영어의 포인트는 어디서 사용할 수 있나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,외국어,,
서비스에 가입하려면 어떻게 해야 하나요?,개인,모바일,부가서비스,안심/안전,오토콜,
알쏭달쏭퀴즈 이용 중 정답을 말해도 틀렸다고 해요.,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,어린이,,
도어센서만 구매해서 이용 가능한가요?,개인,U+스마트홈,스마트홈 기기,도어센서 (Easy 전용),,
배터리는 얼마나 지속되나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
"홈매니저가 방문해 설치를 완료했는데, U+스마트홈 Easy 앱에서 '우리집 지킴이 Easy' 기능이 보이지 않아요.",개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
U+스마트홈 Easy 앱에서 자동실행의 실행 조건 또는 동작이 시작하는 시간도 설정할 수 있나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 Easy 앱,,
카메라 회전이 가능한가요?,개인,U+스마트홈,스마트홈 기기,맘카 Easy (Easy 전용),,
음성인식 카카오i를 이용하고 싶습니다. 어떻게 설정하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
앱 푸시 알람을 받고 싶지 않습니다.,개인,모바일,부가서비스,영상,U+ 영화월정액,
U+스마트홈 Easy 앱에서 자동실행의 실행 조건 또는 동작이 시작하는 시간도 설정할 수 있나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 Easy 앱,,
카메라 회전이 가능한가요?,개인,U+스마트홈,스마트홈 기기,맘카 Easy (Easy 전용),,
음성인식 카카오i를 이용하고 싶습니다. 어떻게 설정하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
앱 푸시 알람을 받고 싶지 않습니다.,개인,모바일,부가서비스,영상,U+ 영화월정액,
부산은행 창구에서도 우대 금융 혜택을 받을 수 있나요?,개인,혜택,제휴 우대 혜택,부산은행 우대 금융혜택,,
스토어에서 U+카카오내비 앱을 설치할 수 없어요.,개인,모바일,부가서비스,생활편의,U+카카오내비,
길안내 음성 목소리를 변경할 수 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
U+카카오내비에 안내되는 장소의 위치나 관련정보가 잘못된 경우 어떻게 수정하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
보고 싶은 영상은 어떻게 검색하나요?,개인,모바일,부가서비스,영상,U+모바일tv,
다른 앱과 함께 사용할 수 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
앱 접근 권한 설정은 꼭 해야 하나요?,개인,5G,5G 부가서비스,스마트홈트,,
순위/스코어 기능은 무엇인가요?,개인,TV,상품안내,주요서비스,골프,
"앱을 실행하려 하거나, 콘텐츠를 다운받으려는데 저장공간이 부족하다고 합니다.",개인,5G,5G 부가서비스,U+AR,,
최근에 사용하거나 감상했던 스티커를 확인할 수 있나요?,개인,5G,5G 부가서비스,U+AR,,
모든 휴대폰에서 이용할 수 있나요?,개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
스토어에서 U+카카오내비 앱을 설치할 수 없어요.,개인,모바일,부가서비스,생활편의,U+카카오내비,
길안내 음성 목소리를 변경할 수 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
U+카카오내비에 안내되는 장소의 위치나 관련정보가 잘못된 경우 어떻게 수정하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
보고 싶은 영상은 어떻게 검색하나요?,개인,모바일,부가서비스,영상,U+모바일tv,
다른 앱과 함께 사용할 수 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
앱 접근 권한 설정은 꼭 해야 하나요?,개인,5G,5G 부가서비스,스마트홈트,,
순위/스코어 기능은 무엇인가요?,개인,TV,상품안내,주요서비스,골프,
"앱을 실행하려 하거나, 콘텐츠를 다운받으려는데 저장공간이 부족하다고 합니다.",개인,5G,5G 부가서비스,U+AR,,
최근에 사용하거나 감상했던 스티커를 확인할 수 있나요?,개인,5G,5G 부가서비스,U+AR,,
모든 휴대폰에서 이용할 수 있나요?,개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
스토어에서 U+카카오내비 앱을 설치할 수 없어요.,개인,모바일,부가서비스,생활편의,U+카카오내비,
길안내 음성 목소리를 변경할 수 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
U+카카오내비에 안내되는 장소의 위치나 관련정보가 잘못된 경우 어떻게 수정하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
보고 싶은 영상은 어떻게 검색하나요?,개인,모바일,부가서비스,영상,U+모바일tv,
다른 앱과 함께 사용할 수 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
주고받을 수 있는 채팅 메시지의 글자수 또는 파일에 제한이 있나요?,개인,모바일,부가서비스,통화/메시지,채팅+,
온습도센서 '연결끊김' 메시지가 사라지지 않으면 어떻게 하나요?,개인,U+스마트홈,스마트홈 기기,온습도센서 (Easy 전용),,
정기구독 결제일은 어떻게 되나요?,개인,5G,5G 부가서비스,스마트홈트,,
별도로 가입신청을 해야 이용할 수 있나요?,개인,모바일,부가서비스,통화/메시지,영상전화(무료),
생중계 중에 코스입체중계를 볼 수 있나요?,개인,5G,5G 부가서비스,U+골프,,
내가 플랜 설계한 프로그램의 이용 기간은 어떻게 확인하나요?,개인,5G,5G 부가서비스,스마트홈트,,
최근 목적지는 벌집화면에 표시가 안되나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
실시간 교통정보가 표시되지 않아요. 어떻게 확인하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
음성으로 목적지를 검색할 수 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
U+카카오내비 앱을 눌러도 실행되지 않아요.,개인,모바일,부가서비스,생활편의,U+카카오내비,
어떻게 설치하나요?,개인,U+스마트홈,스마트홈 기기,동작감지센서 (Easy 전용),,
온습도센서 '연결끊김' 메시지가 사라지지 않으면 어떻게 하나요?,개인,U+스마트홈,스마트홈 기기,온습도센서 (Easy 전용),,
정기구독 결제일은 어떻게 되나요?,개인,5G,5G 부가서비스,스마트홈트,,
별도로 가입신청을 해야 이용할 수 있나요?,개인,모바일,부가서비스,통화/메시지,영상전화(무료),
생중계 중에 코스입체중계를 볼 수 있나요?,개인,5G,5G 부가서비스,U+골프,,
내가 플랜 설계한 프로그램의 이용 기간은 어떻게 확인하나요?,개인,5G,5G 부가서비스,스마트홈트,,
최근 목적지는 벌집화면에 표시가 안되나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
실시간 교통정보가 표시되지 않아요. 어떻게 확인하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
음성으로 목적지를 검색할 수 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
U+카카오내비 앱을 눌러도 실행되지 않아요.,개인,모바일,부가서비스,생활편의,U+카카오내비,
실시간 교통정보가 표시되지 않아요. 어떻게 확인하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
음성으로 목적지를 검색할 수 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
U+카카오내비 앱을 눌러도 실행되지 않아요.,개인,모바일,부가서비스,생활편의,U+카카오내비,
"서비스 개통 후 보험 가입 여부가 바로 확인이 안 되는데, 가입이 안 되어있는 것 아닌가요?",개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
전북은행 창구에서도 금융우대혜택을 받을 수 있나요?,개인,혜택,제휴 우대 혜택,전북은행 금융우대혜택,,
대교 경유 옵션은 어떻게 사용하나요?,개인,모바일,부가서비스,생활편의,원내비,
"목적지로 설정할 장소를 검색해도, 검색결과에 나타나지 않습니다.",개인,모바일,부가서비스,생활편의,U+카카오내비,
"지도의 색상, 지도에 나타나는 ‘내 차 아이콘’을 변경할 수 있나요?",개인,모바일,부가서비스,생활편의,U+카카오내비,
화재 또는 도난이 발생했습니다. 보험 처리는 어떻게 하나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
이용요금을 미납한 시기에 발생한 화재 또는 도난 사건도 보상받을 수 있나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
벌집 색상 기준이 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
화면을 가로로 보고 싶은데 어떻게 설정하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
책 읽어주는 TV 맞춤 도서 추천 그림분석 결과값에서 우리 아이가 그린 그림과 비슷한 그림이 없는데 어떻게 해야 하나요?,개인,TV,상품안내,주요서비스,아이들나라,
‘HUD’ 기능은 어떻게 이용하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
전북은행 창구에서도 금융우대혜택을 받을 수 있나요?,개인,혜택,제휴 우대 혜택,전북은행 금융우대혜택,,
대교 경유 옵션은 어떻게 사용하나요?,개인,모바일,부가서비스,생활편의,원내비,
"목적지로 설정할 장소를 검색해도, 검색결과에 나타나지 않습니다.",개인,모바일,부가서비스,생활편의,U+카카오내비,
"지도의 색상, 지도에 나타나는 ‘내 차 아이콘’을 변경할 수 있나요?",개인,모바일,부가서비스,생활편의,U+카카오내비,
화재 또는 도난이 발생했습니다. 보험 처리는 어떻게 하나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
이용요금을 미납한 시기에 발생한 화재 또는 도난 사건도 보상받을 수 있나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
"지도의 색상, 지도에 나타나는 ‘내 차 아이콘’을 변경할 수 있나요?",개인,모바일,부가서비스,생활편의,U+카카오내비,
화재 또는 도난이 발생했습니다. 보험 처리는 어떻게 하나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
이용요금을 미납한 시기에 발생한 화재 또는 도난 사건도 보상받을 수 있나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
목적지에 도착하지 않았는데 도착했다고 안내합니다.,개인,모바일,부가서비스,생활편의,U+카카오내비,
'대박 영상'은 어디서 볼 수 있나요?,개인,모바일,부가서비스,영상,U+모바일tv,
'U+골프' 영상은 어디서 볼 수 있나요?,개인,모바일,부가서비스,영상,U+모바일tv,
무료도로를 디폴트로 지정할 수 없나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
할인은 계속 받을 수 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
‘태그’가 어떤 기능인가요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
벌집에 있는 장소명은 어떻게 변경하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
기기 위치를 옮겨도 상관없나요?,개인,U+스마트홈,스마트홈 기기,원격급식기,,
외국인도 가입할 수 있나요?,개인,혜택,휴대폰 살때 할인,중고폰 가격보장 프로그램_Note9_12개월,,
이용 중 집에서 도난이나 화재가 발생한 경우 보험 관련 문의는 어디에 하나요?,개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
집에 세이펜 연계 도서가 있는데 연동 되나요?,개인,TV,상품안내,주요서비스,아이들나라,
'대박 영상'은 어디서 볼 수 있나요?,개인,모바일,부가서비스,영상,U+모바일tv,
'U+골프' 영상은 어디서 볼 수 있나요?,개인,모바일,부가서비스,영상,U+모바일tv,
무료도로를 디폴트로 지정할 수 없나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
할인은 계속 받을 수 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
‘태그’가 어떤 기능인가요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
벌집에 있는 장소명은 어떻게 변경하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
‘태그’가 어떤 기능인가요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
벌집에 있는 장소명은 어떻게 변경하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
최근 목적지는 어떻게 삭제하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
길안내 중 화면이 끊깁니다.,개인,모바일,부가서비스,생활편의,U+카카오내비,
물고기 그리기에서 수족관에 저장한 물고기 일부만 없앨 수도 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
"목적지 근방에 도착했는데, 주차장이 아닌 더 이상 진입할 수 없는 곳으로 안내합니다.",개인,모바일,부가서비스,생활편의,U+카카오내비,
"집 안에 도난이나 화재가 발생했을 때, 보험보상을 받으려면 어떻게 해야 하나요?",개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
놀이펜을 2개 구매해도 되나요?,개인,TV,상품안내,주요서비스,아이들나라,
핀덴과 ORT 도서는 매월 어떻게 도서가 집으로 배송되나요?,개인,TV,상품안내,주요서비스,아이들나라,
길안내 종료는 어떻게 하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
앱을 삭제하면 등록한 운전면허증도 삭제되나요?,개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
U+스마트홈 Easy 앱에서 자동실행 설정 시 조건 또는 동작으로 '자동실행' 또는 '동시실행'을 추가할 수 있나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 Easy 앱,,
화면을 확대할 수 없나요? 넓은 거리가 나와 운전하는데 헷갈립니다.,개인,모바일,부가서비스,생활편의,U+카카오내비,
길안내 중 화면이 끊깁니다.,개인,모바일,부가서비스,생활편의,U+카카오내비,
물고기 그리기에서 수족관에 저장한 물고기 일부만 없앨 수도 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
"목적지 근방에 도착했는데, 주차장이 아닌 더 이상 진입할 수 없는 곳으로 안내합니다.",개인,모바일,부가서비스,생활편의,U+카카오내비,
"집 안에 도난이나 화재가 발생했을 때, 보험보상을 받으려면 어떻게 해야 하나요?",개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
놀이펜을 2개 구매해도 되나요?,개인,TV,상품안내,주요서비스,아이들나라,
핀덴과 ORT 도서는 매월 어떻게 도서가 집으로 배송되나요?,개인,TV,상품안내,주요서비스,아이들나라,
길안내 종료는 어떻게 하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
물고기 그리기에서 수족관에 저장한 물고기 일부만 없앨 수도 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
"목적지 근방에 도착했는데, 주차장이 아닌 더 이상 진입할 수 없는 곳으로 안내합니다.",개인,모바일,부가서비스,생활편의,U+카카오내비,
"집 안에 도난이나 화재가 발생했을 때, 보험보상을 받으려면 어떻게 해야 하나요?",개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
놀이펜을 2개 구매해도 되나요?,개인,TV,상품안내,주요서비스,아이들나라,
핀덴과 ORT 도서는 매월 어떻게 도서가 집으로 배송되나요?,개인,TV,상품안내,주요서비스,아이들나라,
길안내 종료는 어떻게 하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
모바일 앱으로 하던 운동을 TV 앱으로 이어서 할 수 있나요?,개인,5G,5G 부가서비스,스마트홈트,,
모든 휴대폰에서 ‘포지션별 영상’을 볼 수 있나요?,개인,모바일,부가서비스,영상,U+ 프로야구,
타 사이트에서 통화연결음을 해주려고 하는데 서비스 가입이 되어 있지 않다고 나와요.,개인,모바일,부가서비스,뮤직,통화연결음,
이용 내역을 확인할 수 있나요?,개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
"프로그램의 운동 시작일과 운동 요일, 운동 시간을 변경하고 싶어요.",개인,5G,5G 부가서비스,스마트홈트,,
다른 회사의 도어센서와 함께 사용할 수 있나요?,개인,U+스마트홈,스마트홈 기기,도어센서 (Easy 전용),,
아카라코리아를 통해 개별 구매한 기기도 맘카 Easy와 연결할 수 있나요?,개인,U+스마트홈,스마트홈 기기,맘카 Easy (Easy 전용),,
"에어컨, 전기오븐과 같이 전력 소모가 많은 가전제품과도 연결할 수 있나요?",개인,U+스마트홈,스마트홈 기기,플러그 (Easy 전용),,
콘텐츠 멀티 배치는 어떤 기능인가요?,개인,5G,5G 부가서비스,U+AR,,
움직임 감지 설정 시 반려동물의 움직임도 휴대폰 알림으로 제공되나요?,개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
맘카 Easy를 설치할 수 없는 곳이 있나요?,개인,U+스마트홈,스마트홈 기기,맘카 Easy (Easy 전용),,
모든 휴대폰에서 ‘포지션별 영상’을 볼 수 있나요?,개인,모바일,부가서비스,영상,U+ 프로야구,
타 사이트에서 통화연결음을 해주려고 하는데 서비스 가입이 되어 있지 않다고 나와요.,개인,모바일,부가서비스,뮤직,통화연결음,
이용 내역을 확인할 수 있나요?,개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
이용 내역을 확인할 수 있나요?,개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
미성년자도 이용할 수 있나요?,개인,모바일,부가서비스,안심/안전,PASS 모바일운전면허 확인 서비스,
교재상품 가입 시 놀이펜 구입은 필수인가요?,개인,TV,상품안내,주요서비스,아이들나라,
움직임 감지 설정 시 사람의 움직임이 아니어도 감지되나요?,개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
출발지 변경을 할 수 없나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
TV 앱은 모든 TV에서 이용할 수 있나요?,개인,5G,5G 부가서비스,스마트홈트,,
보험 가입 확인은 어디서 하나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
간식로봇 눈(LED)의 의미가 궁금해요!,개인,U+스마트홈,스마트홈 기기,간식로봇,,
가맹점으로서 서비스 도입을 원할 땐 어떻게 해야 하나요?,개인,모바일,부가서비스,안심/안전,PASS 휴대폰번호 로그인,
안드로이드만 다운받을 수 있는 건가요?,개인,TV,상품안내,주요서비스,아이들나라,
보험 가입 확인은 어디서 하나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
간식로봇 눈(LED)의 의미가 궁금해요!,개인,U+스마트홈,스마트홈 기기,간식로봇,,
가맹점으로서 서비스 도입을 원할 땐 어떻게 해야 하나요?,개인,모바일,부가서비스,안심/안전,PASS 휴대폰번호 로그인,
안드로이드만 다운받을 수 있는 건가요?,개인,TV,상품안내,주요서비스,아이들나라,
하루에 운동을 5회 하면 홈트 챌린지에서 동메달을 획득할 수 있나요?,개인,5G,5G 부가서비스,스마트홈트,,
꾸미기/필터는 어떤 기능인가요?,개인,5G,5G 부가서비스,U+AR,,
U+스마트홈 Easy 앱에서 동시실행이 시작하는 시간도 설정할 수 있나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 Easy 앱,,
벌집 순서를 지정할 수 없나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
경로 안내 시 화면 축척을 변경할 수 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
한 달 전 화재 보상을 받았는데 이번 달엔 도난이 발생했습니다. 보상한도에서 보상받은 금액을 뺀 만큼만 보상받을 수 있나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
맘카 Easy를 아카라 앱 또는 샤오미 앱과 연결할 수 있나요?,개인,U+스마트홈,스마트홈 기기,맘카 Easy (Easy 전용),,
꾸미기/필터는 어떤 기능인가요?,개인,5G,5G 부가서비스,U+AR,,
U+스마트홈 Easy 앱에서 동시실행이 시작하는 시간도 설정할 수 있나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 Easy 앱,,
벌집 순서를 지정할 수 없나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
경로 안내 시 화면 축척을 변경할 수 있나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
한 달 전 화재 보상을 받았는데 이번 달엔 도난이 발생했습니다. 보상한도에서 보상받은 금액을 뺀 만큼만 보상받을 수 있나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 요금제,,
즐겨찾기는 어디서 하나요?,개인,모바일,부가서비스,생활편의,U+카카오내비,
모션 인식 게임(U+tv 생생댄스) 콘텐츠는 업데이트 되나요?,개인,TV,상품안내,주요서비스,아이들나라,
본인에게 선물 가능한가요?,개인,모바일,부가서비스,뮤직,통화연결음,
기존에 있던 영어 브랜드 영상이나 레벨테스트는 어디서 할 수 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
어떤 경우에 화재 보상을 받을 수 없나요?,개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
도어센서 2개 중 하나는 다른 기기로 바꿀 수 있나요?,개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
고객센터나 모바일매장에서도 가입이 가능한가요?,개인,TV,상품안내,주요서비스,아이들나라,
집에 이미 동일한 도서가 있는데 놀이펜만 사서 인식이 가능한가요?,개인,TV,상품안내,주요서비스,아이들나라,
‘멀티뷰 보기’로 영상을 보는 중 오류가 발생하면서 갑자기 영상이 멈췄어요.,개인,5G,5G 부가서비스,스마트홈트,,
"패키지에 가입하지 않아도, U+스마트홈 Easy 앱을 이용할 수 있나요?",개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 Easy 앱,,
간식로봇 주행속도를 조절할 수 있나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
모션 인식 게임(U+tv 생생댄스) 콘텐츠는 업데이트 되나요?,개인,TV,상품안내,주요서비스,아이들나라,
본인에게 선물 가능한가요?,개인,모바일,부가서비스,뮤직,통화연결음,
기존에 있던 영어 브랜드 영상이나 레벨테스트는 어디서 할 수 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
간식로봇 주행속도를 조절할 수 있나요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
모션 인식 게임(U+tv 생생댄스) 콘텐츠는 업데이트 되나요?,개인,TV,상품안내,주요서비스,아이들나라,
본인에게 선물 가능한가요?,개인,모바일,부가서비스,뮤직,통화연결음,
기존에 있던 영어 브랜드 영상이나 레벨테스트는 어디서 할 수 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
체험 시설에 대한 구매는 TV에서는 할 수 없나요?,개인,TV,상품안내,주요서비스,아이들나라,
교재 확대 계획이 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
간식로봇의 기능이 무엇인가요?,개인,U+스마트홈,스마트홈 기기,간식로봇,,
"영업장에는 설치할 수 없다고 하는데, 집에서 부업을 하는 경우에도 영업장으로 분류되나요??",개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이 Easy,,
정기구독 이용 기간은 어떻게 되나요?,개인,5G,5G 부가서비스,스마트홈트,,
"프로그램을 선택해 ‘플랜 설계’를 하려고 하는데, 3개까지만 할 수 있다고 나와요.",개인,5G,5G 부가서비스,스마트홈트,,
인기선수 독점중계 및 출전선수 스윙보기 영상은 KLPGA 경기만 있나요?,개인,모바일,부가서비스,영상,U+ 골프,
