	2021년 3월 12일	별표 5개 만점에 1개를 받았습니다.	일시적인 오류(10)와이파이 끄라고해서 껏고 메일 보내라고 해서 보냈고 그럼 피드백 이 있어야하는거 아닌가요? 유관 부서로 메일 포워딩 하려고 보내라고 했습니까? 메일에도 말했듯이 이용료 내면서 이용하는 고객의 입장에서 내가 왜 이런 불편을 느껴야 하는지 이해가 전혀 가지 않네요 벌써 열흘도 훨씬 넘었네요 빠른 답변 바랍니다 ㅡ.ㅡ	0
8664	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	더재미있는영화를많이보여주세요	1
9839	2019년 1월 28일	별표 5개 만점에 4개를 받았습니다.	컬리티는 높아진거같아요	1
1028	2019년 4월 13일	별표 5개 만점에 1개를 받았습니다.	구버전이 훨씬낳은거 갔네여....ㅡㅡ실시간티비랑 다시보기 티비인데 실상보면 다시보기같은경우는 현재방영 하고 있는것은없고세컨드 티비로가야볼수있는데 그것도폰으로시청이 안데고유플러스 티비연결해서보라는건데유플러스 티비가 없는사람은 폰으로도못보니 답답하고 그전버전이 낳은거 갔네여...ㅡㅡ별한개도 아깝네여..ㅡㅡ	0
12557	2019년 12월 19일	별표 5개 만점에 5개를 받았습니다.	저아료	1
16270	2018년 7월 21일	별표 5개 만점에 5개를 받았습니다.	유용하게 잘 사용하고 있음	1
8617	2018년 10월 30일	별표 5개 만점에 1개를 받았습니다.	뭘 켤때마다 업데이트야.....	0
1162	2019년 6월 11일	별표 5개 만점에 1개를 받았습니다.	눌러도 해당 페이지로 이동을 안되고 그냥 눌러지기만하고 해당 페이지를 이용할수 없다 만 계속 되는데 지금 여러 이용자들이 이러한 이유로 지금 사용을 할수도 없는데 별다른 답변은 없고 그냥 방관 하는건가요?ㅡㅡ 답변을 내줘야 멀 하든지 말든지 하지 무슨 답변도 없고 이유를 설명을 해야 이용하든지 말든지 할꺼아니에요 장난하는것도 아니고	0
7184	2019년 2월 24일	별표 5개 만점에 5개를 받았습니다.	무료영후가 많아 주말이 지루하지 않아요	1
2787	2019년 2월 4일	별표 5개 만점에 1개를 받았습니다.	이전 어플이 4.5점이었다면 지금 어플은 2점대 줄렵니디. 앞에 어플이 편의성 좋은 반면 지금 어플은 신입이 만들었나보네요 불편성 최고로 올라감 ㅡㅡ	0
8021	2019년 2월 21일	별표 5개 만점에 1개를 받았습니다.	메일 보내도 답글도 없구만 형식적인 겁니까?	0
11085	2019년 12월 20일	별표 5개 만점에 5개를 받았습니다.	인.터.냇.이.안.댐.니.다	1
1310	2020년 3월 30일	별표 5개 만점에 3개를 받았습니다.	무료영화보기를 티비로보려고하는데 되는게있고안되는게있네요 물론 유플러스티비아이콘이있습니다 이걸눌러서 티비로연결해서보곤했는데 안되고있습니다 현재 존윅 ,퍼팩트맨,가장보통의연애등등 무료영화가 티비에연결이안되네요 답변부탁드립니다	1
478	2020년 11월 5일	별표 5개 만점에 1개를 받았습니다.	진짜쓰레기임니다 들어가지지도않고 1점주기가이깝네요	0
7318	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	시청 잘하고잇어요	1
10493	2019년 6월 18일	별표 5개 만점에 1개를 받았습니다.	예전보다 안좋음	0
5420	2019년 2월 18일	별표 5개 만점에 1개를 받았습니다.	별로네요.비디오포털이 나은 것 같습니다.불편합니다.상당히	0
15985	2018년 8월 26일	별표 5개 만점에 1개를 받았습니다.	왜 자꾸 에러만뜨고 안되요 월정액 해놨는데	0
15405	2018년 9월 4일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
10467	2019년 10월 22일	별표 5개 만점에 5개를 받았습니다.	사용해보면 압니다	1
4134	2019년 6월 28일	별표 5개 만점에 1개를 받았습니다.	한달여간 잘 써오던 앱인데 요즘따라 튕기네요 왜 업그레이드가 아니라 퇴보하는 느낌ㅠㅜ	0
4066	2019년 2월 24일	별표 5개 만점에 1개를 받았습니다.	이전 버전으로 다운그레이드 해주세요. 업데이트 할때마다 사용하기 불편하게해서 사람들이 LG를 떠나게 하네요. 아...	0
11491	2021년 1월 19일	별표 5개 만점에 5개를 받았습니다.	정말 좋네여	1
10350	2019년 2월 16일	별표 5개 만점에 1개를 받았습니다.	전에 걸로 돌려 줘라	0
5414	2019년 2월 16일	별표 5개 만점에 5개를 받았습니다.	티비에 연결해서 큰화면으로 보니 좋네요!	1
5157	2019년 7월 2일	별표 5개 만점에 1개를 받았습니다.	자꾸영화보다가중간에끊겨요 지마음대로 빨리 개선ㅇ새주세요	0
206	2020년 11월 12일	별표 5개 만점에 1개를 받았습니다.	"항상 ""일시적 오류""라는게 발생하네요...아직까지 영상 한편을 끝까지 볼 수 있었던 적이 없습니다. 한번 오류 발생하면 몇분내로는 계속 오류라 앱접속도 안돼서 결국 월정액이여도 사용을 못하고 있습니다."	0
15600	2018년 10월 16일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
8256	2019년 2월 28일	별표 5개 만점에 5개를 받았습니다.	매주 영화 한편이 공짜로 보고 있어 너무 좋아요	1
3420	2018년 10월 19일	별표 5개 만점에 4개를 받았습니다.	실시간tv 아주 잘 사용하고 있어요 ㅋㅋ 통신사 lg로 바꾸고 유일하게 마음에 드는 거예요!!	1
10197	2019년 2월 17일	별표 5개 만점에 1개를 받았습니다.	예전만 못 해요.	0
10832	2019년 2월 9일	별표 5개 만점에 1개를 받았습니다.	누굽니까?담당자! 경쟁사 스파이가 아닐까 의심가네요ㅎㅎ	0
14544	2019년 2월 1일	별표 5개 만점에 5개를 받았습니다.	굿	1
5351	2020년 6월 16일	별표 5개 만점에 1개를 받았습니다.	앱실행이안됨. 리뷰보니 개선이안되고있는 문제같음	0
8272	2020년 1월 19일	별표 5개 만점에 5개를 받았습니다.	개좋아 진짜 좋아 뜨끈하게 온수매트 틀고 이불 속에서 보는 꿀 잼	1
13429	2019년 4월 5일	별표 5개 만점에 5개를 받았습니다.	매우좋음	1
7335	2019년 1월 30일	별표 5개 만점에 5개를 받았습니다.	더 심플하고 편해졌네요	1
9370	2019년 2월 25일	별표 5개 만점에 5개를 받았습니다.	U+고객이면 무조건..ㅎ 느므 좋아여~~	1
2325	2020년 7월 9일	별표 5개 만점에 1개를 받았습니다.	보고싶은 방송은 대부분 돈을 내야하고 5G 55요금제를 쓰는데 이 앱은 버퍼링이 심해 볼수가 없다.4G 3만원대 후반이나 4만원대도 이정도로는 아닐듯.도대체 5G라는게 요금만 많이 받을려는 상술에 불과한 것인지 이해가 안된다.더싼 4G 요금제가 더 빠른 비싼 5G라니...	0
5981	2019년 6월 9일	별표 5개 만점에 1개를 받았습니다.	진짜 자주 오류나고 이것 때문에 집 인터넷 티비 전부 갈아버리고 싶네	0
11317	2019년 5월 24일	별표 5개 만점에 1개를 받았습니다.	삭제못함	0
12638	2020년 1월 14일	별표 5개 만점에 5개를 받았습니다.	굿	1
13906	2019년 2월 14일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
14101	2019년 2월 1일	별표 5개 만점에 1개를 받았습니다.	오류!!!!!!!!!	0
2693	2019년 2월 12일	별표 5개 만점에 1개를 받았습니다.	어플 관리 전혀 안하시나봐요? 어제까지 잘보고있던 재방송이 오늘 볼려니까 안되고 또 그 드라마를 눌렀으면 목록이 나와야되는데 1편만 나오고 빨리 해결방안 알려주세요 메크로 답변 돌리지말고 해결방안을 알려주세요 제발 부탁드립니다	0
1508	2019년 2월 5일	별표 5개 만점에 1개를 받았습니다.	일시적인 오류가 무슨 며칠동안 계속 발생하나요? 이게 일시적인 건가요? 어쩌란 소린지.....(30)이라는 오류가 계속 뜨고 실행이 안되요 빨리 해결 좀	0
13557	2019년 4월 16일	별표 5개 만점에 5개를 받았습니다.	좋타	1
14877	2019년 2월 1일	별표 5개 만점에 4개를 받았습니다.	굿	1
7032	2019년 2월 22일	별표 5개 만점에 5개를 받았습니다.	더 편ㅎㅏ게 보기 좋게 되어있음	1
5493	2019년 2월 6일	별표 5개 만점에 1개를 받았습니다.	업데이트 언제 돼나요? 4일 동안 안돼네요 . .. 좀 심한듯 유료로 보고 있는데 이건 심한듯.	0
15168	2018년 9월 11일	별표 5개 만점에 4개를 받았습니다.	Ocn채널 넣어 주면 만점일텐대...	1
3170	2019년 2월 1일	별표 5개 만점에 1개를 받았습니다.	설치 후 실행하는데 계속 일시적인 오류(30)가 발생 잠시후에 다시 시도하세요만 주구장창 뜸.	0
604	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	일시적인 오류가 발생하였습니다 이틀째 앱 실행이 안되고 위와 같은 문구만 나와요 업데이트 삭제했다가 다시 업데이트 하면 일시적으로 되는데 다시 앱 실행하면 또 안되고... 왜 이러는 건가요? 월정액 이용하고 있는데 이틀이나 앱 사용 못한 손해는 어떻게 할거죠? 고객센터로 문의 하라는데 고객센터가 어딘데요? 앱 실행이 안되는데 고객센터는 어디서 찾나요? 빨리 해결해주세요	0
5227	2019년 12월 30일	별표 5개 만점에 5개를 받았습니다.	무료로볼수있는영화가많아서좋고최신영화도굳이극장가지않고볼수있어서좋습니다앞으로도많은장르로부탁드립니디	1
8459	2019년 6월 17일	별표 5개 만점에 4개를 받았습니다.	괜찮아요. 무료 영화도 많고	1
13033	2019년 10월 22일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
6765	2019년 6월 17일	별표 5개 만점에 1개를 받았습니다.	아니 그러니깐 왜 아래와같은 걸 해야하느냐구요...갑자기 왜 해도 안되는구만..	0
8641	2019년 3월 13일	별표 5개 만점에 2개를 받았습니다.	자막기능 어디갔어요?	0
2357	2019년 6월 11일	별표 5개 만점에 1개를 받았습니다.	6.10.일부터 어플 실행은 되지만 다른 메뉴로 이동도 안됩니다. 돈내고 구독하는 유료 월정액도 있는데 보상이 필요합니다.	0
7659	2019년 2월 7일	별표 5개 만점에 1개를 받았습니다.	다운도안되고 불편	0
13907	2019년 2월 18일	별표 5개 만점에 4개를 받았습니다.	좋아요	1
13524	2019년 4월 8일	별표 5개 만점에 3개를 받았습니다.	그냥 그냥	1
8109	2019년 2월 1일	별표 5개 만점에 1개를 받았습니다.	새로 개편되고나서 계속오류뜨고 3일째 못보내요! 월정액 해논게 몇개인데 다 환불해줄껍니까?	0
9826	2019년 10월 22일	별표 5개 만점에 2개를 받았습니다.	녹두전 드라마는 왜 없나요?	0
9964	2018년 10월 26일	별표 5개 만점에 5개를 받았습니다.	좋은 앱 감사합니다	1
1406	2019년 2월 8일	별표 5개 만점에 1개를 받았습니다.	G패드 사용자입니다. (폰은v35) 업데이트를 하라더니 지원되지 않는 기기라고 뜨네요? 어쩌라는거죠?? 자사 태블릿으로도 사용하지 못하게 업데이트를 하신건가요? 스마트폰 전용이에요??? 엡데이트 된 후 폰으로 사용해봐도 메뉴얼도 이상해지고, 불편성만 높인게 뭐하는 짓인가 싶었는데. 타 통신사로 옮겨타라는 뜻?????	0
10605	2019년 1월 31일	별표 5개 만점에 1개를 받았습니다.	장난하나? 업데이트 되더니 안 돼잖아요 ㅡㅡ	0
11367	2018년 11월 30일	별표 5개 만점에 5개를 받았습니다.	토마스와친구들	1
4786	2019년 1월 31일	별표 5개 만점에 1개를 받았습니다.	아ㅡㅡ 갤럭시패드인데 비디오포털땐 잘됐구만 업데이트하니깐 안돼잖아요! 빨리 수정해주세요	0
9196	2019년 6월 18일	별표 5개 만점에 1개를 받았습니다.	어떤 쓰레기 같은 업뎃을 했길래 설치를 못하냐	0
2138	2020년 2월 2일	별표 5개 만점에 1개를 받았습니다.	올레처럼 메인화면부터 가로 세로로 화면이 자동전한 되도록 개선좀 부탁합시다! 거의 가로로 놓고 보는데 첫화면이 세로고정이라 매우 불편함! 두번째 건의 입니다!	0
9308	2019년 2월 5일	별표 5개 만점에 1개를 받았습니다.	정말 개판으로 만들었네..니네 돈은받고일하니?	0
12946	2019년 7월 5일	별표 5개 만점에 2개를 받았습니다.	자꾸끊겨요	0
4716	2020년 11월 15일	별표 5개 만점에 1개를 받았습니다.	답답하구만~먼 장애가 이리많은지 ㅠㅠ	0
14412	2019년 2월 1일	별표 5개 만점에 3개를 받았습니다.	비디오	1
9209	2019년 10월 19일	별표 5개 만점에 5개를 받았습니다.	최신영화를 가끔 무료로	1
1027	2019년 4월 7일	별표 5개 만점에 1개를 받았습니다.	업데이트 하기전이 훨씬 좋았어요. 우선 재생화면에서 소리랑 밝기 조절하는창이 왜 이렇게 큰가요? 재생중에 카톡온거나 다른 알림확인하려고 위에서 끌어내리려고하면 소리나 밝기조정창이 움직이네요. 아님 십초전후로 움직이거나. 그리고 목록들 찾을때도 완전 불편해졌어요. 계속 옆으로 넘겨야되네요. 전처럼 한번에 쫙 펼쳐지는게 좋아요. 업데이트해서 더 좋아진게 뭔지 도저히 찾을수가 없네요. 다 더 불편해짐. 업뎃할때 실제 사용안해보고 업뎃하나요???????????	0
9063	2019년 2월 24일	별표 5개 만점에 5개를 받았습니다.	좋아좋아좋타ㅇㅇㅌㅊㅊ 우우유ㅠ유유유유우유우유ㅠ튜ㅠ튜	1
11732	2020년 7월 8일	별표 5개 만점에 2개를 받았습니다.	그냥저냥	0
12774	2019년 10월 13일	별표 5개 만점에 5개를 받았습니다.	최고입니다~~	1
11069	2020년 4월 29일	별표 5개 만점에 5개를 받았습니다.	너무좋아요	1
16035	2018년 9월 1일	별표 5개 만점에 1개를 받았습니다.	잘보고 있다가 갑자기 일부데이터를 수신하지 못한다고 하면서 재생이 안되네요	0
3499	2019년 2월 15일	별표 5개 만점에 1개를 받았습니다.	더 불편하고 좋네요 확 바꿔 버리네요ㅋㅋㅋ 아주 사용하기 힘들게 만드느라 고생했어요ㅎㅎ	0
15720	2018년 10월 18일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
14802	2019년 2월 6일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
13248	2019년 7월 13일	별표 5개 만점에 5개를 받았습니다.	안녕	1
9512	2020년 1월 4일	별표 5개 만점에 4개를 받았습니다.	잘보고있음니다	1
8480	2019년 2월 1일	별표 5개 만점에 3개를 받았습니다.	업글이 안돼요 적합하지 않은기기 랍니다 업그레이드 어디서 받아야 합니까	1
12612	2019년 10월 13일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
8683	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	또 업해는데 이제는 아에 안돼 참 하필 명절때쯤 하는지	0
2095	2019년 2월 18일	별표 5개 만점에 1개를 받았습니다.	매번 느끼는건데 네비도 그렇고 모바일티비도 그렇고 어떻게 업그레이드가 아니라 다운그레이드 ui를 생각하고 만드는건가? 아주 실망입니다. 정말 어렵게 잘 만드셨네요 최악의 어플	0
11756	2020년 10월 9일	별표 5개 만점에 3개를 받았습니다.	자주끈김	1
3929	2020년 3월 4일	별표 5개 만점에 3개를 받았습니다.	얼마전에 로스트 시즌1을 무료로 봤는데 갑자기 유료로 바뀌었네요. 무료였던게 유료로 갑자기 바뀌는 경우는 뭐죠..?	1
6439	2020년 2월 11일	별표 5개 만점에 3개를 받았습니다.	다 좋은데 태블릿 및 안드로이드 티비는 지원 안되나요?	1
9582	2019년 10월 13일	별표 5개 만점에 5개를 받았습니다.	잘보고있어요 감사합니다	1
8706	2019년 12월 17일	별표 5개 만점에 3개를 받았습니다.	샤오미 홍미노트 8T와는 호환되지 않는데 이유가 뭔가요??	1
5403	2019년 2월 9일	별표 5개 만점에 1개를 받았습니다.	업데이트 후 렉도 심하고 넘기는 것도 불편합니다.	0
2640	2019년 2월 27일	별표 5개 만점에 1개를 받았습니다.	아니 너무 불편하네요.. 전에 쓰던 인터페이스로는 못쓰나요?? 왜 배속기능도 없어지고 손가락으로 쓱 넘기는것도 없는거죠?? 겉만 이쁘게 꾸미면 뭐합니까 속은 텅텅 비어있는데ㅡㅡㅡ	0
5026	2019년 2월 3일	별표 5개 만점에 2개를 받았습니다.	온에어가 별 3개 깎음 ㅅㄱ~ SBS, MBC, KBS 등 여러 방송사 쏙 빼놓고 온에어ㅋㅋ	0
15467	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
6255	2019년 2월 15일	별표 5개 만점에 1개를 받았습니다.	채널변경하기가 어려워졌다	0
2950	2020년 9월 4일	별표 5개 만점에 2개를 받았습니다.	자동로그인상태인데 로그아웃되어 있고, 로그인이 안됩니다. 유플러스 에서는 로그인이 됩니다	0
11651	2020년 10월 14일	별표 5개 만점에 5개를 받았습니다.	긋긋긋	1
926	2019년 1월 29일	별표 5개 만점에 1개를 받았습니다.	비디오포털 때가 훨씬 좋네요 화면도 어두워진데다가 목록을 보자니 숨겨놓고 가로로 밀어서 잠금해제도 아닌데 밀어서 하나하나 봐야하고 영상을 보진 않았지만 업데이트 이 후로 영상조차 찾아서 봐야하는게 불편해 답답합니다. 포털 때 UI로 흑백전환만 가능케 했으면 좋았을텐데 싹 다 바꾼다는게 너무 오버한 거 아닌가 싶어요.	0
11482	2021년 1월 23일	별표 5개 만점에 5개를 받았습니다.	조와요	1
15950	2018년 8월 9일	별표 5개 만점에 3개를 받았습니다.	애니 업뎃이 너무 느려요. 더군다나 신작애니는 월정액으로 못봐서 더욱 아쉽네요.	1
1708	2019년 2월 17일	별표 5개 만점에 1개를 받았습니다.	렉플릭스랑 손잡더니 ui랑 메뉴구성을 똑같이 만들어놨네요 옛날버전이 한눈에보기 쉬고 좋네요 솔직히 고급스러운건 지금이 좋지만 사용하는데는 너무 복잡하고 삼성방식 손으로 드레그해서 빨리 넘기기가 없어서 아쉽	0
14021	2019년 2월 21일	별표 5개 만점에 3개를 받았습니다.	굿	1
5127	2019년 1월 29일	별표 5개 만점에 5개를 받았습니다.	디자인이 좀더 심플해지고 예뻐졌네요 앞으로 기대많이 됩니다 virdwoo@네이버닷컴	1
3059	2019년 1월 30일	별표 5개 만점에 1개를 받았습니다.	뭡니까 이거. 깔끔한거 외엔 정말 다 별로. 무료영화 찾기도 힘들고 터치를 해도 잘 안 먹힘.	0
1391	2019년 2월 15일	별표 5개 만점에 3개를 받았습니다.	개편이후로 검색이 불편해졌어요. 개편후 불편감만 커지고 이전에 비해 딱히 달라진것은 느껴지지 않습니다;; 게다가 아이패드에서는 실행도 안되고 튕깁니다.	1
15761	2018년 10월 23일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
9556	2018년 10월 19일	별표 5개 만점에 5개를 받았습니다.	좋아요 잘사용하고 있습니다	1
3382	2020년 7월 21일	별표 5개 만점에 3개를 받았습니다.	일단 tv대신 스마트폰으로 간편하게 쓸 수 있다는게 좋습니다만 하지만 tv에서 월정액 가입 했는데도 불구하고 유료고, 심지여 원래 무료인데도 유료인 경우가 있음	1
3336	2019년 2월 26일	별표 5개 만점에 5개를 받았습니다.	늘 잘사용하고 잇어요 .집에서는유플러스 홈TV로.밖에서는 폰으로 편하고 좋아요~	1
5723	2020년 1월 29일	별표 5개 만점에 4개를 받았습니다.	성인컨텐츠 잠금 기능과 별개로 19세미만 관람불가 영화말고 에로틱포르노무비계열을 아예 화면에서 안뜨게 하는 기능 좀 만들어주세요. 무료영화전체보기에서 싸구려 포르노 무비들 좀 안뜨게	1
6029	2018년 10월 15일	별표 5개 만점에 4개를 받았습니다.	더 많은 채널이 나왔음 좋겠어요~^^	1
1514	2019년 6월 17일	별표 5개 만점에 1개를 받았습니다.	계속 오류인가보네요이 오늘 다시 깔았는데도 안되요 영화를 누르면 현재페이지를사용할수없다고 뜹니다 밑에 하단바에 실시간티비 눌러도 화면변화없구요 해결좀해주세용~~ ------------------------------------------------------------------ 크롬업뎃삭제하고 다시 깔았을때 한동안 되더니 다시들어갔더니 이제는 아예 검은화면만뜨네요 근본적인 해결을 하셔야지 벌써 6월 절반이나 지났는데 제대로 앱을 사용한적이없습니다 돈은 받으면서 왜 서비스가 이모양인지.. 환불요청하고싶네요 -------------------------------------------------------------------- 업데이트하면 된다길래 어플 지우고 다시 깔고 업뎃했는데 안되서 다시 지우고 다시깔았는데도 여전히 안되네요 모바일tv로고뜨더니 화면을불러오는중입니다 뜨고 갑자기 화면이 줌된것처럼 엄청 크게나와서 혹시나하고 터치햇더니 검은화면으로넘너가더니 아무것도 안나옵니다	0
11549	2020년 12월 4일	별표 5개 만점에 1개를 받았습니다.	G Pad III 8.0 Homeboy실행이 안됩니다;;	0
3071	2019년 10월 9일	별표 5개 만점에 1개를 받았습니다.	로그인을 눌러도 로그인실패만 뜨네요ㅡㅡ 문의 할곳도 없고 여기다가 말할방법뿐이네요 센터 전화받는 시간도 아니라서..	0
14431	2019년 1월 28일	별표 5개 만점에 5개를 받았습니다.	좋아요!	1
12370	2019년 12월 19일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
10611	2020년 10월 7일	별표 5개 만점에 5개를 받았습니다.	아주좋아요	1
12776	2019년 10월 12일	별표 5개 만점에 4개를 받았습니다.	초고화질?	1
3991	2019년 2월 1일	별표 5개 만점에 1개를 받았습니다.	별하나도 아까움 아예 되지도 않아요. 일시적인 오류라는데 언제 해결되나요?	0
15294	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	굿밤	1
7905	2020년 4월 29일	별표 5개 만점에 5개를 받았습니다.	심심할때 좋네요..추천해요	1
4493	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	대체 앱을 열수있어야 뭐라도 보죠! 업뎃후 며칠째 들어가지지도 않는 앱 최악이네요	0
5407	2019년 2월 15일	별표 5개 만점에 5개를 받았습니다.	무료도 많고,이제 지금 업체 인수중인거 되면 많아지겠죠	1
10034	2019년 6월 18일	별표 5개 만점에 5개를 받았습니다.	진짜 좋아요.	1
8229	2019년 5월 2일	별표 5개 만점에 1개를 받았습니다.	진짜 별하나도 아깝다.업댓을 왜한거냐 일부러 댓글 달아주게 만드는 폐기물 앱	0
14525	2019년 1월 29일	별표 5개 만점에 5개를 받았습니다.	굿	1
385	2021년 3월 8일	별표 5개 만점에 1개를 받았습니다.	아니 사용하려구하면 왜 업뎃 하라며 시청 할 수 없는지 원 ㅜㅜ	0
6886	2019년 2월 22일	별표 5개 만점에 5개를 받았습니다.	넷플랙스처럼 바뀐것 같네요~ 메뉴구분 등 보기좋아요 leo83y@네이버닷컴	1
13964	2019년 2월 22일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
8621	2019년 2월 25일	별표 5개 만점에 5개를 받았습니다.	괜찮았어요 굿잡!!	1
15231	2018년 10월 16일	별표 5개 만점에 5개를 받았습니다.	Good	1
15907	2018년 9월 8일	별표 5개 만점에 2개를 받았습니다.	업데이트하라고 플레이스토어가면 업뎃버튼도 안뜨고 그것때문에 삭제했다가 다시 설치해도 문제는 해결되지도 않고.. 한두번도 아니고..	0
6789	2019년 12월 20일	별표 5개 만점에 1개를 받았습니다.	너무 장기간 똑같은 것들이 많음 업데이트가 필요함	0
16032	2018년 8월 26일	별표 5개 만점에 1개를 받았습니다.	일시적장애는 언제까지인가요 에러코드 B05n이라고 뜨는데	0
12880	2019년 10월 12일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
8079	2019년 6월 10일	별표 5개 만점에 1개를 받았습니다.	현재 해당페이지를 이용할수업다구 나와서 제거 다운 제거 다운 하믄 조금되다가 다시 끈기고 해당페이지 이용할수업다고 나오고 에이 진자 짜증나네 사람 승질 테스트 하는겄두 아니구	0
5343	2019년 6월 10일	별표 5개 만점에 1개를 받았습니다.	왜 시작 화면에서 넘어가질 않죠;	0
4351	2019년 2월 2일	별표 5개 만점에 3개를 받았습니다.	업데이트후 오류로 실행이 안되요..나 전으로 돌아갈래!!	1
10014	2019년 10월 23일	별표 5개 만점에 1개를 받았습니다.	자꾸 끊겨요	0
9095	2019년 1월 31일	별표 5개 만점에 1개를 받았습니다.	아니 설치가 되다맙니까... 아 나원	0
9760	2019년 1월 31일	별표 5개 만점에 1개를 받았습니다.	이전게 더 좋은데	0
10059	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	화질이 좋아요	1
9336	2019년 1월 29일	별표 5개 만점에 4개를 받았습니다.	산뜻하게 바뀌었네요 ^^	1
5266	2019년 1월 28일	별표 5개 만점에 5개를 받았습니다.	티비로크게보기는어떻게하는거지 뭔가 세련되지긴했는데 너무 심플	1
3394	2019년 1월 31일	별표 5개 만점에 2개를 받았습니다.	아침에한번접속되더니 그후로는일시적인오류30이라는말만자꾸뜨고안들어가지네여, ,, 그전이훨씬나은듯싶어요	0
11090	2020년 2월 2일	별표 5개 만점에 5개를 받았습니다.	처음입니다!좋아요	1
4067	2020년 7월 1일	별표 5개 만점에 1개를 받았습니다.	업뎃하고 실시간화면에 뜨는 전체화면 이라던지 vr 축소 기타 아이콘들이 하나도 터치가안됩니다ㅡㅡ	0
6581	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	이번 다운그레이드 이후 접속조차 안되네요.	0
11195	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	구~~웃 입니다	1
9488	2019년 6월 19일	별표 5개 만점에 5개를 받았습니다.	넘넘 좋아요	1
4573	2019년 2월 15일	별표 5개 만점에 5개를 받았습니다.	변경되어 사용하기가 힘든데.. 적응할때까지 영원히 쓸랍니다..	1
10169	2018년 10월 18일	별표 5개 만점에 5개를 받았습니다.	너무너무 감사합니다	1
14078	2019년 2월 1일	별표 5개 만점에 1개를 받았습니다.	구관이 명관인데 헷갈려서 못보게네 통신사 갈아야겠다	0
14462	2019년 1월 29일	별표 5개 만점에 5개를 받았습니다.	좋네요~	1
2580	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	도대체 업데이트는 왜한거죠?? 오류 30은 뭐지요?? 이틀째 안되는데 업데이트해서 이런 문제가 생겼으면 공지 띄우고 빠른 해결해야지 해결도 안하고 뭐하는건지?? 별한개도 아깝네	0
13054	2019년 10월 21일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
2313	2019년 2월 1일	별표 5개 만점에 3개를 받았습니다.	뭔가 기존보다 영화를 한눈에 찾아 보기가 어렵다ㅠㅠ 구간점프도 없어지고... 솔직히 전에 버전이 훨씬 사용하기 편하다ㅠㅠ	1
6570	2019년 10월 11일	별표 5개 만점에 5개를 받았습니다.	여가 보내기에 딱이네요 감사합니당	1
8936	2019년 3월 5일	별표 5개 만점에 4개를 받았습니다.	지상파채널도 넣어주세요	1
14148	2019년 2월 22일	별표 5개 만점에 5개를 받았습니다.	응. 자동	1
2110	2019년 1월 31일	별표 5개 만점에 1개를 받았습니다.	업데이트되고 메뉴 구성 및 영상들이 정리가 더 번잡스럽고 찾기도 힘들고 한눈에 들어오지도 않습니다. 사용해봐도 적응은 커녕 훨씬 불편해졌네요	0
13000	2019년 10월 16일	별표 5개 만점에 5개를 받았습니다.	최고에요	1
14919	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
8557	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	업뎃전이 보기훨좋았는데	0
13929	2019년 2월 20일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
3836	2019년 2월 3일	별표 5개 만점에 1개를 받았습니다.	업뎃 정말 별로임... 앱 자체도 불편한데 영화 많이 사라지고... 착한기업 LG라서 다른 통신사에 비해 혜택 적어도 쓰려했는데 이제 통신사 바꿀 때가 됐나봐요..	0
5854	2019년 12월 27일	별표 5개 만점에 4개를 받았습니다.	왜 실시간 TV 를 잘볼수없어요	1
5760	2020년 1월 20일	별표 5개 만점에 3개를 받았습니다.	좋은데 전체화면키면 라무것도 안나올때가 있네요	1
10214	2019년 10월 18일	별표 5개 만점에 3개를 받았습니다.	아직잘모름니다	1
12453	2019년 12월 20일	별표 5개 만점에 3개를 받았습니다.	➡😃	1
10846	2019년 2월 2일	별표 5개 만점에 5개를 받았습니다.	영화랑 드라마를 볼수 있는 곳	1
